,index,Name,Age,Wage,Skill Moves,Height(cm),Weight(cm),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,High,Medium,Low
12856,12856,A. Gordyushenko,21,1000,2.0,175.26,71.2152,43.0,57.0,57.0,65.0,56.0,56.0,64.0,63.0,58.0,65.0,58.0,60.0,63.0,66.0,73.0,60.0,63.0,66.0,57.0,60.0,62.0,53.0,66.0,57.0,53.0,54.0,64.0,63.0,55.0,14.0,12.0,11.0,7.0,15.0,1,1,0
12857,12857,S. Reddemann,22,2000,2.0,190.5,78.9264,47.0,29.0,67.0,58.0,31.0,40.0,29.0,27.0,42.0,53.0,59.0,64.0,51.0,63.0,42.0,44.0,49.0,69.0,75.0,21.0,58.0,62.0,27.0,29.0,41.0,44.0,61.0,61.0,62.0,10.0,12.0,15.0,9.0,7.0,0,1,0
12858,12858,C. Lakin,19,3000,3.0,175.26,69.8544,62.0,53.0,44.0,64.0,55.0,66.0,56.0,63.0,59.0,68.0,72.0,73.0,68.0,60.0,72.0,64.0,56.0,73.0,60.0,60.0,53.0,40.0,53.0,65.0,54.0,66.0,52.0,52.0,52.0,14.0,13.0,10.0,13.0,9.0,0,1,0
12859,12859,Vallès,28,1000,3.0,190.5,83.916,65.0,57.0,45.0,64.0,50.0,64.0,64.0,65.0,62.0,66.0,66.0,63.0,58.0,55.0,56.0,74.0,74.0,73.0,72.0,60.0,66.0,57.0,56.0,59.0,67.0,56.0,51.0,60.0,53.0,6.0,10.0,15.0,15.0,10.0,0,1,0
12860,12860,T. Kruse,35,1000,2.0,185.42,74.844,39.0,35.0,66.0,52.0,28.0,32.0,30.0,35.0,49.0,37.0,33.0,36.0,30.0,63.0,49.0,55.0,55.0,69.0,79.0,40.0,80.0,69.0,44.0,55.0,50.0,73.0,71.0,69.0,69.0,13.0,9.0,12.0,13.0,15.0,0,1,0
12861,12861,B. Soumaré,19,3000,3.0,187.96,82.1016,56.0,42.0,60.0,65.0,50.0,63.0,59.0,50.0,64.0,63.0,66.0,65.0,64.0,60.0,64.0,64.0,68.0,62.0,74.0,55.0,65.0,63.0,55.0,61.0,50.0,59.0,65.0,61.0,59.0,11.0,6.0,13.0,5.0,10.0,0,1,0
12862,12862,S. Perisan,20,2000,1.0,193.04,83.0088,12.0,20.0,14.0,22.0,11.0,11.0,13.0,11.0,19.0,24.0,47.0,45.0,34.0,57.0,48.0,21.0,54.0,37.0,62.0,20.0,24.0,21.0,14.0,12.0,25.0,49.0,13.0,14.0,16.0,68.0,59.0,56.0,58.0,65.0,0,1,0
12863,12863,Y. Hasegawa,30,1000,3.0,187.96,78.0192,31.0,64.0,68.0,62.0,56.0,65.0,38.0,35.0,36.0,68.0,49.0,55.0,61.0,50.0,49.0,66.0,67.0,57.0,70.0,60.0,42.0,13.0,61.0,61.0,56.0,58.0,21.0,11.0,16.0,10.0,6.0,14.0,15.0,13.0,1,1,0
12864,12864,J. Bataille,19,2000,3.0,175.26,71.2152,62.0,44.0,40.0,62.0,52.0,67.0,49.0,38.0,54.0,64.0,80.0,69.0,73.0,62.0,76.0,55.0,70.0,46.0,35.0,36.0,29.0,25.0,52.0,61.0,56.0,58.0,48.0,30.0,23.0,14.0,12.0,6.0,7.0,14.0,1,1,0
12865,12865,I. Twum,20,1000,2.0,175.26,63.0504,44.0,46.0,52.0,64.0,56.0,62.0,63.0,57.0,60.0,63.0,72.0,71.0,76.0,63.0,74.0,58.0,72.0,71.0,54.0,53.0,64.0,55.0,63.0,65.0,52.0,62.0,55.0,48.0,48.0,14.0,9.0,7.0,7.0,13.0,0,1,0
12866,12866,P. Diouf,29,1000,2.0,180.34,71.2152,54.0,61.0,44.0,60.0,62.0,63.0,45.0,34.0,47.0,62.0,81.0,91.0,75.0,57.0,68.0,66.0,74.0,73.0,73.0,56.0,50.0,18.0,59.0,54.0,55.0,64.0,40.0,27.0,24.0,8.0,10.0,8.0,8.0,12.0,1,1,0
12867,12867,S. Flinders,32,2000,1.0,193.04,87.0912,13.0,16.0,14.0,27.0,14.0,11.0,16.0,11.0,32.0,18.0,39.0,29.0,42.0,60.0,45.0,20.0,65.0,36.0,68.0,16.0,28.0,15.0,11.0,48.0,23.0,54.0,13.0,13.0,15.0,62.0,60.0,58.0,62.0,65.0,0,1,0
12868,12868,T. Bröker,33,1000,3.0,187.96,86.184,62.0,59.0,61.0,58.0,46.0,60.0,40.0,40.0,48.0,59.0,79.0,83.0,54.0,61.0,59.0,68.0,70.0,65.0,77.0,60.0,66.0,32.0,65.0,54.0,61.0,64.0,45.0,37.0,35.0,9.0,7.0,14.0,11.0,12.0,0,1,0
12869,12869,N. Rehnen,21,2000,1.0,190.5,82.1016,17.0,19.0,9.0,26.0,12.0,11.0,18.0,18.0,19.0,21.0,33.0,39.0,38.0,54.0,40.0,20.0,54.0,23.0,57.0,14.0,19.0,8.0,5.0,29.0,16.0,22.0,17.0,9.0,8.0,65.0,59.0,60.0,63.0,64.0,0,1,0
12870,12870,A. Accardi,22,1000,2.0,180.34,74.844,49.0,30.0,58.0,53.0,32.0,42.0,24.0,25.0,49.0,50.0,80.0,80.0,78.0,52.0,68.0,58.0,73.0,64.0,66.0,46.0,64.0,55.0,37.0,35.0,40.0,47.0,70.0,65.0,63.0,5.0,6.0,5.0,11.0,9.0,1,0,1
12871,12871,K. Debaty,29,2000,1.0,187.96,79.8336,5.0,6.0,29.0,35.0,13.0,9.0,16.0,9.0,29.0,12.0,39.0,41.0,45.0,59.0,51.0,53.0,55.0,27.0,72.0,10.0,17.0,14.0,8.0,40.0,40.0,26.0,18.0,19.0,17.0,65.0,61.0,50.0,64.0,62.0,0,1,0
12872,12872,S. Kroll,21,1000,1.0,190.5,87.0912,12.0,13.0,10.0,28.0,9.0,20.0,14.0,14.0,22.0,23.0,36.0,38.0,33.0,63.0,30.0,18.0,60.0,28.0,72.0,11.0,28.0,13.0,11.0,42.0,23.0,41.0,13.0,13.0,11.0,62.0,60.0,58.0,61.0,67.0,0,1,0
12873,12873,F. Krogstad,23,1000,2.0,180.34,79.8336,65.0,47.0,49.0,63.0,53.0,61.0,67.0,66.0,61.0,63.0,66.0,65.0,65.0,61.0,66.0,65.0,57.0,77.0,69.0,58.0,53.0,53.0,58.0,62.0,58.0,57.0,45.0,64.0,57.0,7.0,12.0,10.0,9.0,16.0,1,1,0
12874,12874,Pedro Díaz,20,2000,3.0,180.34,74.844,65.0,59.0,42.0,67.0,45.0,64.0,67.0,69.0,63.0,67.0,63.0,64.0,72.0,52.0,63.0,53.0,40.0,64.0,50.0,48.0,38.0,34.0,58.0,61.0,47.0,59.0,33.0,35.0,32.0,7.0,14.0,8.0,13.0,7.0,0,1,0
12875,12875,A. Kubalas,26,4000,2.0,185.42,78.0192,26.0,22.0,60.0,41.0,27.0,29.0,30.0,26.0,33.0,33.0,42.0,58.0,35.0,53.0,54.0,40.0,75.0,60.0,62.0,23.0,53.0,59.0,30.0,30.0,39.0,48.0,69.0,72.0,73.0,11.0,11.0,10.0,12.0,8.0,0,1,1
12876,12876,O. Sissoko,30,1000,1.0,187.96,83.916,14.0,9.0,19.0,12.0,10.0,10.0,9.0,13.0,13.0,22.0,58.0,49.0,21.0,58.0,38.0,35.0,55.0,34.0,68.0,10.0,15.0,21.0,14.0,27.0,21.0,54.0,11.0,11.0,12.0,63.0,60.0,58.0,61.0,66.0,0,1,0
12877,12877,A. Redmayne,29,2000,1.0,193.04,83.0088,17.0,11.0,13.0,21.0,15.0,12.0,12.0,14.0,20.0,20.0,42.0,47.0,40.0,60.0,21.0,11.0,36.0,34.0,65.0,14.0,26.0,19.0,7.0,34.0,20.0,47.0,12.0,15.0,12.0,63.0,60.0,59.0,62.0,64.0,0,1,0
12878,12878,L. O'Neill,26,2000,2.0,182.88,72.1224,66.0,46.0,62.0,64.0,43.0,65.0,45.0,67.0,60.0,61.0,72.0,73.0,69.0,47.0,63.0,57.0,78.0,73.0,71.0,46.0,58.0,54.0,40.0,50.0,33.0,44.0,51.0,63.0,61.0,7.0,10.0,9.0,9.0,9.0,0,1,0
12879,12879,S. Braun,29,1000,2.0,180.34,73.0296,38.0,37.0,57.0,62.0,32.0,48.0,29.0,38.0,59.0,62.0,54.0,59.0,63.0,63.0,68.0,57.0,77.0,77.0,64.0,41.0,66.0,62.0,42.0,39.0,50.0,61.0,60.0,64.0,58.0,9.0,13.0,11.0,8.0,16.0,0,1,0
12880,12880,Isi,22,2000,2.0,170.18,60.7824,56.0,48.0,36.0,67.0,40.0,62.0,69.0,54.0,60.0,65.0,65.0,43.0,75.0,55.0,81.0,47.0,71.0,67.0,43.0,53.0,58.0,59.0,60.0,67.0,49.0,55.0,47.0,55.0,45.0,8.0,13.0,10.0,7.0,16.0,0,1,0
12881,12881,S. Laird,30,3000,2.0,182.88,83.0088,62.0,54.0,59.0,60.0,49.0,58.0,59.0,57.0,57.0,60.0,64.0,65.0,70.0,62.0,63.0,64.0,72.0,78.0,74.0,58.0,65.0,58.0,52.0,56.0,60.0,61.0,57.0,60.0,58.0,6.0,6.0,7.0,14.0,6.0,1,0,0
12882,12882,M. Grösch,24,1000,2.0,187.96,79.8336,21.0,18.0,56.0,52.0,24.0,22.0,20.0,24.0,50.0,44.0,61.0,55.0,59.0,55.0,56.0,35.0,71.0,65.0,78.0,17.0,59.0,63.0,38.0,36.0,32.0,54.0,66.0,63.0,64.0,8.0,14.0,8.0,9.0,8.0,0,1,0
12883,12883,M. Bartley,31,2000,2.0,180.34,78.9264,53.0,45.0,55.0,63.0,52.0,57.0,44.0,31.0,59.0,61.0,61.0,63.0,77.0,66.0,66.0,49.0,69.0,79.0,85.0,41.0,80.0,70.0,54.0,61.0,41.0,59.0,68.0,68.0,64.0,11.0,14.0,10.0,14.0,16.0,0,1,0
12884,12884,R. Nilsson,29,1000,2.0,182.88,79.8336,56.0,40.0,56.0,65.0,46.0,57.0,59.0,43.0,62.0,63.0,64.0,61.0,65.0,62.0,63.0,55.0,61.0,76.0,74.0,53.0,81.0,67.0,49.0,61.0,49.0,63.0,63.0,62.0,59.0,15.0,13.0,12.0,14.0,13.0,0,1,0
12885,12885,P. Jones,32,2000,1.0,190.5,83.0088,19.0,9.0,11.0,18.0,12.0,12.0,12.0,19.0,24.0,24.0,32.0,33.0,48.0,56.0,44.0,23.0,63.0,32.0,61.0,20.0,38.0,14.0,8.0,35.0,16.0,54.0,8.0,13.0,13.0,66.0,60.0,61.0,61.0,65.0,0,1,0
12886,12886,M. Armellino,28,1000,2.0,175.26,74.844,36.0,39.0,57.0,69.0,46.0,61.0,50.0,36.0,69.0,65.0,62.0,64.0,61.0,59.0,78.0,51.0,63.0,70.0,64.0,31.0,60.0,61.0,52.0,62.0,44.0,63.0,58.0,58.0,57.0,10.0,12.0,12.0,12.0,12.0,0,1,0
12887,12887,E. Marxen,27,3000,2.0,185.42,79.8336,64.0,41.0,60.0,64.0,34.0,62.0,63.0,60.0,61.0,64.0,68.0,66.0,63.0,59.0,61.0,51.0,61.0,73.0,67.0,61.0,54.0,58.0,49.0,38.0,56.0,56.0,63.0,65.0,64.0,9.0,7.0,11.0,12.0,11.0,0,1,0
12888,12888,Tan Tiancheng,27,3000,2.0,177.8,69.8544,27.0,65.0,60.0,51.0,38.0,63.0,37.0,33.0,33.0,61.0,68.0,74.0,64.0,65.0,73.0,62.0,63.0,65.0,46.0,47.0,26.0,27.0,68.0,55.0,58.0,44.0,31.0,18.0,16.0,11.0,13.0,8.0,12.0,16.0,0,1,0
12889,12889,A. McEneff,22,1000,2.0,175.26,69.8544,54.0,58.0,50.0,63.0,55.0,60.0,58.0,55.0,58.0,64.0,74.0,68.0,73.0,59.0,79.0,65.0,58.0,81.0,61.0,59.0,57.0,55.0,62.0,63.0,73.0,67.0,55.0,53.0,51.0,7.0,10.0,10.0,8.0,11.0,1,0,0
12890,12890,C. Andrew,31,1000,2.0,187.96,82.1016,50.0,59.0,68.0,56.0,44.0,51.0,58.0,25.0,50.0,65.0,68.0,76.0,60.0,61.0,69.0,65.0,84.0,81.0,82.0,53.0,77.0,45.0,57.0,58.0,61.0,57.0,48.0,38.0,41.0,15.0,6.0,10.0,10.0,12.0,1,0,0
12891,12891,H. Amin,26,1000,3.0,175.26,68.9472,63.0,42.0,39.0,58.0,37.0,60.0,49.0,40.0,42.0,63.0,78.0,74.0,82.0,59.0,78.0,39.0,71.0,75.0,46.0,36.0,57.0,57.0,38.0,40.0,41.0,55.0,62.0,54.0,59.0,13.0,7.0,7.0,12.0,14.0,0,1,0
12892,12892,R. Mišlov,30,3000,2.0,190.5,77.112,50.0,48.0,61.0,63.0,46.0,50.0,56.0,45.0,62.0,56.0,54.0,58.0,50.0,61.0,49.0,65.0,52.0,71.0,80.0,62.0,67.0,54.0,41.0,57.0,58.0,53.0,59.0,65.0,62.0,12.0,6.0,12.0,6.0,8.0,1,1,0
12893,12893,M. Berrío,21,1000,2.0,180.34,74.844,45.0,32.0,53.0,54.0,39.0,39.0,30.0,40.0,40.0,42.0,67.0,70.0,62.0,48.0,56.0,40.0,76.0,62.0,76.0,52.0,60.0,63.0,36.0,46.0,44.0,57.0,65.0,63.0,60.0,6.0,11.0,9.0,7.0,7.0,0,1,0
12894,12894,M. Pinnock,23,2000,2.0,182.88,68.9472,68.0,54.0,45.0,62.0,52.0,64.0,62.0,54.0,56.0,62.0,73.0,76.0,77.0,54.0,64.0,66.0,62.0,61.0,69.0,54.0,45.0,20.0,60.0,48.0,56.0,58.0,39.0,28.0,24.0,8.0,14.0,16.0,10.0,9.0,0,1,0
12895,12895,R. Lemus,26,1000,3.0,170.18,68.9472,50.0,47.0,35.0,70.0,43.0,63.0,56.0,46.0,65.0,68.0,72.0,68.0,73.0,63.0,85.0,63.0,51.0,73.0,55.0,52.0,48.0,35.0,51.0,62.0,48.0,58.0,67.0,49.0,44.0,15.0,6.0,10.0,12.0,9.0,0,1,0
12896,12896,A. Chambers,37,1000,2.0,177.8,71.2152,49.0,37.0,61.0,65.0,43.0,55.0,40.0,46.0,61.0,64.0,55.0,55.0,60.0,67.0,75.0,60.0,73.0,85.0,78.0,44.0,78.0,65.0,42.0,59.0,47.0,67.0,68.0,67.0,66.0,6.0,14.0,8.0,6.0,6.0,1,0,1
12897,12897,J. Barny,28,2000,3.0,177.8,78.0192,59.0,59.0,57.0,65.0,44.0,61.0,59.0,62.0,63.0,64.0,69.0,64.0,71.0,60.0,68.0,50.0,58.0,54.0,57.0,52.0,59.0,58.0,62.0,63.0,46.0,61.0,61.0,59.0,58.0,12.0,8.0,16.0,15.0,9.0,0,1,0
12898,12898,M. Epps,23,2000,4.0,177.8,69.8544,57.0,57.0,43.0,61.0,41.0,64.0,46.0,45.0,51.0,62.0,82.0,77.0,78.0,58.0,72.0,61.0,83.0,63.0,54.0,57.0,42.0,25.0,60.0,51.0,55.0,55.0,52.0,21.0,21.0,7.0,12.0,8.0,15.0,11.0,1,0,1
12899,12899,O. Gaines,20,3000,3.0,180.34,73.9368,63.0,59.0,34.0,56.0,54.0,68.0,46.0,39.0,47.0,64.0,90.0,80.0,71.0,47.0,66.0,48.0,58.0,55.0,61.0,46.0,34.0,25.0,53.0,50.0,47.0,46.0,23.0,28.0,24.0,15.0,9.0,12.0,14.0,10.0,1,0,1
12900,12900,J. Wright,28,3000,2.0,185.42,73.9368,56.0,56.0,49.0,65.0,63.0,60.0,59.0,58.0,64.0,65.0,69.0,60.0,73.0,58.0,65.0,65.0,60.0,75.0,70.0,58.0,70.0,49.0,63.0,61.0,62.0,56.0,59.0,57.0,45.0,13.0,10.0,10.0,10.0,16.0,0,1,0
12901,12901,P. Siegl,24,2000,2.0,185.42,74.844,53.0,37.0,62.0,57.0,43.0,50.0,38.0,40.0,59.0,53.0,64.0,62.0,60.0,57.0,63.0,57.0,59.0,61.0,71.0,48.0,65.0,60.0,50.0,46.0,45.0,57.0,61.0,65.0,63.0,10.0,10.0,12.0,9.0,6.0,0,1,0
12902,12902,M. Marrone,31,1000,2.0,177.8,78.0192,61.0,34.0,49.0,60.0,21.0,57.0,32.0,28.0,56.0,62.0,55.0,65.0,65.0,60.0,49.0,25.0,61.0,78.0,75.0,27.0,48.0,66.0,57.0,41.0,34.0,65.0,63.0,64.0,56.0,8.0,14.0,14.0,8.0,7.0,1,1,0
12903,12903,B. Rotenberg,32,1000,2.0,187.96,83.916,61.0,30.0,59.0,58.0,36.0,52.0,29.0,48.0,46.0,49.0,67.0,68.0,60.0,56.0,53.0,58.0,57.0,48.0,75.0,35.0,55.0,65.0,29.0,48.0,40.0,53.0,70.0,66.0,66.0,10.0,13.0,8.0,11.0,9.0,0,1,0
12904,12904,S. Mmaee,21,2000,2.0,180.34,83.0088,46.0,28.0,63.0,55.0,24.0,48.0,24.0,21.0,52.0,58.0,71.0,71.0,66.0,54.0,62.0,49.0,72.0,60.0,77.0,26.0,68.0,57.0,22.0,46.0,34.0,53.0,59.0,61.0,63.0,7.0,14.0,12.0,9.0,8.0,0,1,1
12905,12905,L. Andrenacci,23,1000,1.0,187.96,77.112,14.0,13.0,12.0,25.0,20.0,17.0,17.0,18.0,19.0,22.0,44.0,46.0,59.0,53.0,58.0,18.0,50.0,28.0,57.0,15.0,18.0,18.0,11.0,31.0,20.0,43.0,17.0,16.0,16.0,62.0,63.0,57.0,62.0,66.0,0,1,0
12906,12906,T. Ishikawa,26,1000,2.0,175.26,66.2256,37.0,40.0,43.0,72.0,25.0,49.0,39.0,39.0,64.0,61.0,68.0,72.0,77.0,58.0,71.0,62.0,77.0,89.0,59.0,44.0,52.0,72.0,53.0,52.0,38.0,47.0,41.0,58.0,50.0,5.0,14.0,13.0,7.0,10.0,1,1,0
12907,12907,T. Baumgart,20,1000,2.0,180.34,72.1224,63.0,57.0,41.0,58.0,48.0,64.0,45.0,38.0,54.0,60.0,75.0,75.0,69.0,58.0,67.0,61.0,75.0,79.0,63.0,51.0,56.0,32.0,57.0,55.0,45.0,47.0,39.0,26.0,27.0,14.0,12.0,7.0,7.0,13.0,0,1,0
12908,12908,T. Handwerker,20,3000,2.0,182.88,81.1944,69.0,34.0,47.0,68.0,32.0,67.0,49.0,34.0,49.0,66.0,74.0,74.0,74.0,61.0,66.0,40.0,59.0,63.0,62.0,35.0,35.0,43.0,45.0,59.0,38.0,45.0,42.0,68.0,63.0,11.0,11.0,15.0,7.0,10.0,0,1,0
12909,12909,Huang Zichang,21,3000,2.0,172.72,67.1328,53.0,56.0,51.0,60.0,41.0,64.0,54.0,40.0,53.0,60.0,81.0,85.0,80.0,61.0,82.0,61.0,86.0,60.0,40.0,46.0,57.0,45.0,58.0,57.0,45.0,54.0,35.0,37.0,50.0,9.0,8.0,14.0,14.0,9.0,1,0,1
12910,12910,L. Pons,28,3000,2.0,180.34,74.844,34.0,72.0,68.0,57.0,52.0,60.0,41.0,41.0,34.0,58.0,52.0,56.0,56.0,59.0,62.0,67.0,66.0,63.0,57.0,62.0,31.0,15.0,58.0,49.0,68.0,52.0,16.0,18.0,20.0,7.0,11.0,6.0,15.0,6.0,1,1,0
12911,12911,G. Alucema,25,1000,2.0,175.26,73.9368,50.0,32.0,51.0,65.0,21.0,58.0,23.0,29.0,54.0,61.0,69.0,73.0,67.0,54.0,66.0,36.0,68.0,74.0,71.0,39.0,70.0,63.0,53.0,31.0,39.0,63.0,62.0,65.0,59.0,11.0,11.0,12.0,16.0,15.0,0,1,0
12912,12912,P. Heredia,28,2000,1.0,182.88,84.8232,15.0,15.0,20.0,23.0,14.0,19.0,17.0,12.0,20.0,13.0,44.0,42.0,35.0,57.0,56.0,21.0,55.0,38.0,64.0,15.0,25.0,20.0,12.0,34.0,24.0,40.0,18.0,15.0,15.0,63.0,64.0,57.0,61.0,65.0,0,1,0
12913,12913,A. Cistana,21,1000,2.0,177.8,78.0192,51.0,35.0,59.0,56.0,30.0,54.0,51.0,39.0,53.0,55.0,71.0,72.0,69.0,63.0,67.0,53.0,78.0,59.0,58.0,40.0,62.0,62.0,44.0,45.0,40.0,57.0,62.0,64.0,63.0,16.0,10.0,15.0,7.0,15.0,1,1,0
12914,12914,S. Essende,20,10000,2.0,193.04,87.0912,31.0,61.0,66.0,54.0,52.0,61.0,38.0,34.0,30.0,63.0,68.0,75.0,53.0,46.0,43.0,67.0,64.0,51.0,82.0,52.0,61.0,18.0,56.0,41.0,61.0,48.0,22.0,21.0,18.0,8.0,10.0,10.0,9.0,8.0,0,1,0
12915,12915,A. Bakayoko,22,2000,2.0,193.04,84.8232,53.0,60.0,57.0,55.0,53.0,59.0,38.0,35.0,39.0,56.0,75.0,82.0,65.0,56.0,46.0,70.0,52.0,85.0,81.0,52.0,80.0,30.0,58.0,53.0,55.0,55.0,28.0,37.0,35.0,14.0,8.0,13.0,9.0,13.0,0,1,0
12916,12916,Montoro,23,2000,2.0,180.34,79.8336,56.0,25.0,65.0,60.0,30.0,40.0,39.0,38.0,42.0,56.0,62.0,64.0,61.0,61.0,61.0,45.0,76.0,70.0,66.0,29.0,56.0,63.0,38.0,38.0,45.0,52.0,58.0,66.0,65.0,15.0,9.0,16.0,8.0,7.0,0,1,0
12917,12917,Tang Shi,23,3000,2.0,175.26,58.968,65.0,53.0,55.0,56.0,60.0,64.0,68.0,60.0,51.0,60.0,74.0,92.0,70.0,65.0,74.0,67.0,54.0,72.0,54.0,64.0,42.0,24.0,51.0,51.0,60.0,52.0,34.0,25.0,21.0,9.0,9.0,11.0,12.0,15.0,0,1,1
12918,12918,S. Horemans,20,3000,2.0,182.88,72.1224,32.0,21.0,57.0,59.0,23.0,43.0,22.0,30.0,65.0,55.0,65.0,70.0,70.0,59.0,67.0,32.0,67.0,59.0,63.0,27.0,67.0,62.0,21.0,56.0,24.0,62.0,60.0,63.0,65.0,13.0,11.0,11.0,12.0,8.0,0,1,0
12919,12919,J. Rodríguez,24,2000,2.0,187.96,76.2048,26.0,26.0,58.0,61.0,32.0,39.0,27.0,34.0,42.0,57.0,63.0,61.0,54.0,50.0,53.0,41.0,69.0,63.0,65.0,23.0,57.0,63.0,24.0,39.0,45.0,58.0,65.0,68.0,62.0,13.0,14.0,12.0,7.0,8.0,0,1,0
12920,12920,O. Tounkara,28,2000,2.0,185.42,79.8336,44.0,63.0,62.0,51.0,55.0,57.0,44.0,55.0,49.0,52.0,82.0,82.0,65.0,61.0,57.0,62.0,54.0,80.0,84.0,53.0,65.0,50.0,59.0,48.0,43.0,53.0,26.0,29.0,34.0,15.0,12.0,11.0,7.0,10.0,1,1,0
12921,12921,Choi Jae Soo,35,1000,2.0,175.26,68.04,67.0,59.0,66.0,73.0,42.0,66.0,74.0,73.0,61.0,63.0,68.0,51.0,64.0,63.0,74.0,46.0,77.0,53.0,54.0,62.0,67.0,62.0,61.0,65.0,67.0,45.0,42.0,67.0,64.0,6.0,10.0,16.0,6.0,13.0,1,1,0
12922,12922,J. McNerney,28,2000,2.0,193.04,83.916,22.0,21.0,65.0,46.0,18.0,25.0,21.0,35.0,40.0,46.0,45.0,49.0,36.0,54.0,35.0,39.0,82.0,61.0,82.0,25.0,62.0,58.0,22.0,36.0,20.0,52.0,60.0,63.0,61.0,14.0,11.0,14.0,10.0,10.0,1,0,1
12923,12923,N. Fujita,31,2000,2.0,175.26,72.1224,64.0,44.0,41.0,68.0,33.0,53.0,45.0,35.0,62.0,64.0,58.0,53.0,65.0,66.0,69.0,55.0,59.0,66.0,68.0,58.0,53.0,58.0,47.0,62.0,43.0,47.0,41.0,61.0,55.0,11.0,13.0,14.0,5.0,11.0,0,1,0
12924,12924,D. Giraldo,20,1000,2.0,172.72,69.8544,40.0,44.0,45.0,63.0,32.0,52.0,35.0,37.0,54.0,58.0,54.0,52.0,66.0,62.0,64.0,47.0,59.0,83.0,67.0,49.0,62.0,63.0,53.0,58.0,38.0,46.0,60.0,62.0,54.0,14.0,13.0,9.0,8.0,9.0,0,1,0
12925,12925,J. Flores,22,8000,3.0,180.34,74.844,61.0,56.0,39.0,66.0,58.0,64.0,68.0,61.0,58.0,64.0,75.0,68.0,74.0,58.0,80.0,54.0,60.0,61.0,59.0,55.0,58.0,45.0,69.0,70.0,56.0,65.0,51.0,48.0,50.0,14.0,9.0,15.0,13.0,9.0,0,1,0
12926,12926,S. Gbegnon,26,1000,2.0,187.96,74.844,52.0,45.0,60.0,64.0,45.0,51.0,49.0,39.0,64.0,58.0,64.0,62.0,51.0,57.0,53.0,57.0,65.0,47.0,78.0,49.0,78.0,59.0,40.0,52.0,39.0,59.0,62.0,64.0,62.0,13.0,14.0,14.0,15.0,13.0,0,1,0
12927,12927,G. Rogers,36,1000,1.0,187.96,87.0912,13.0,19.0,14.0,36.0,12.0,14.0,14.0,12.0,23.0,10.0,29.0,26.0,41.0,50.0,51.0,22.0,56.0,26.0,56.0,11.0,34.0,17.0,13.0,52.0,19.0,58.0,16.0,14.0,14.0,64.0,64.0,60.0,63.0,64.0,0,1,0
12928,12928,Maximiano,23,1000,2.0,180.34,74.844,48.0,32.0,58.0,63.0,36.0,59.0,48.0,38.0,56.0,65.0,72.0,64.0,69.0,51.0,66.0,54.0,64.0,68.0,81.0,41.0,79.0,60.0,40.0,59.0,50.0,65.0,54.0,65.0,59.0,6.0,7.0,9.0,7.0,7.0,0,1,0
12929,12929,M. Al Dhaw,24,4000,3.0,170.18,67.1328,54.0,60.0,44.0,62.0,54.0,63.0,45.0,44.0,57.0,61.0,70.0,70.0,72.0,58.0,75.0,64.0,59.0,70.0,43.0,57.0,43.0,34.0,62.0,58.0,45.0,59.0,55.0,30.0,35.0,13.0,6.0,8.0,11.0,5.0,1,0,1
12930,12930,K. Despodov,21,0,3.0,177.8,68.9472,45.0,65.0,48.0,59.0,49.0,66.0,55.0,38.0,32.0,65.0,82.0,73.0,73.0,60.0,71.0,79.0,60.0,64.0,61.0,60.0,54.0,18.0,65.0,46.0,52.0,69.0,21.0,26.0,24.0,10.0,12.0,10.0,5.0,13.0,1,1,0
12931,12931,T. Schilk,26,1000,2.0,187.96,74.844,59.0,28.0,57.0,58.0,31.0,51.0,34.0,37.0,55.0,55.0,60.0,83.0,52.0,60.0,54.0,60.0,57.0,74.0,75.0,40.0,60.0,61.0,39.0,41.0,37.0,58.0,60.0,63.0,61.0,15.0,14.0,15.0,13.0,14.0,0,1,0
12932,12932,A. Sharahili,24,5000,2.0,185.42,74.844,51.0,31.0,62.0,51.0,28.0,53.0,32.0,26.0,25.0,58.0,64.0,68.0,70.0,63.0,63.0,24.0,77.0,76.0,71.0,27.0,63.0,65.0,34.0,34.0,41.0,66.0,60.0,61.0,58.0,6.0,12.0,9.0,14.0,15.0,0,1,0
12933,12933,S. Pawłowski,31,1000,3.0,175.26,68.9472,59.0,59.0,43.0,61.0,62.0,60.0,62.0,61.0,58.0,62.0,68.0,71.0,78.0,61.0,72.0,62.0,72.0,66.0,59.0,60.0,45.0,50.0,61.0,61.0,63.0,63.0,44.0,43.0,41.0,7.0,10.0,8.0,15.0,8.0,1,1,0
12934,12934,K. Schwertfeger,29,2000,2.0,187.96,78.0192,43.0,33.0,66.0,60.0,31.0,52.0,35.0,37.0,54.0,58.0,65.0,69.0,59.0,61.0,56.0,47.0,63.0,71.0,71.0,45.0,61.0,67.0,35.0,51.0,34.0,70.0,71.0,63.0,58.0,16.0,15.0,12.0,10.0,15.0,0,1,0
